[pid] 19707
Overriding config with config/train_shakespeare.py:
# train a miniature character-level shakespeare model
# good for debugging and playing on macbooks and such

out_dir = 'out-shakespeare-word'
eval_interval = 250 # keep frequent because we'll overfit
eval_iters = 200
log_interval = 10 # don't print too too often

# we expect to overfit on this small dataset, so only save when val improves
always_save_checkpoint = False

wandb_log = False # override via command line if you like
wandb_project = 'shakespeare'
wandb_run_name = 'mini-gpt'

dataset = 'shakespeare'
# gradient_accumulation_steps = 1
# gradient_accumulation_steps = 6
gradient_accumulation_steps = 12
batch_size = 12
# block_size = 256 # context of up to 256 previous characters
# block_size = 256 # context of up to 256 previous characters
block_size = 64 # context of up to 256 previous characters

# baby GPT model :)
n_layer = 6
n_head = 6
n_embd = 384
dropout = 0.2

# learning_rate = 1e-3 # with baby networks can afford to go a bit higher
learning_rate = 1e-4 # with baby networks can afford to go a bit higher

# max_iters = 5000
# lr_decay_iters = 5000 # make equal to max_iters usually

max_iters = 500000
lr_decay_iters = 500000 # make equal to max_iters usually

min_lr = 1e-5 # learning_rate / 10 usually
beta2 = 0.99 # make a bit bigger because number of tokens per iter is small

warmup_iters = 100 # not super necessary potentially

# on macbook also add
# device = 'cpu'  # run on cpu only
# compile = False # do not torch compile the model
# init_from ='resume'
Overriding: method = 12
Overriding: init_from = resume
tokens per iteration will be: 9,216
Resuming training from out-shakespeare-word-CM01-adamw-method12
defaulting to vocab_size of GPT-2 to 50304 (50257 rounded up for efficiency)
GPTConfig(block_size=64, vocab_size=50304, n_layer=6, n_head=6, n_embd=384, dropout=0.2, bias=False, share_kv=False, optimizer='adamw', method=12, is_causal=True, use_dropout=0)
number of parameters: 19.46M
num decayed parameter tensors: 7, with 19,479,552 parameters
num non-decayed parameter tensors: 1, with 384 parameters
using fused AdamW: True
step 500: train loss 5.2493, val loss 5.5728
iter 3260: loss 3.1208, loss_eval:3.1208  time 533.59ms, mfu 0.60%
iter 3270: loss 3.2092, loss_eval:3.2092  time 533.75ms, mfu 0.60%
iter 3280: loss 3.1047, loss_eval:3.1047  time 533.68ms, mfu 0.61%
iter 3290: loss 3.0812, loss_eval:3.0812  time 533.71ms, mfu 0.61%
iter 3300: loss 3.1400, loss_eval:3.1400  time 533.62ms, mfu 0.62%
iter 3310: loss 2.8812, loss_eval:2.8812  time 533.62ms, mfu 0.62%
iter 3320: loss 3.0655, loss_eval:3.0655  time 533.68ms, mfu 0.62%
iter 3330: loss 3.4036, loss_eval:3.4036  time 533.69ms, mfu 0.63%
iter 3340: loss 3.1424, loss_eval:3.1424  time 533.73ms, mfu 0.63%
iter 3350: loss 3.1078, loss_eval:3.1078  time 533.73ms, mfu 0.63%
iter 3360: loss 3.3111, loss_eval:3.3111  time 533.70ms, mfu 0.63%
iter 3370: loss 3.1622, loss_eval:3.1622  time 533.70ms, mfu 0.64%
iter 3380: loss 3.1912, loss_eval:3.1912  time 533.57ms, mfu 0.64%
iter 3390: loss 3.3754, loss_eval:3.3754  time 533.65ms, mfu 0.64%
iter 3400: loss 2.8253, loss_eval:2.8253  time 533.69ms, mfu 0.64%
iter 3410: loss 3.1728, loss_eval:3.1728  time 533.63ms, mfu 0.64%
iter 3420: loss 3.2483, loss_eval:3.2483  time 533.72ms, mfu 0.64%
iter 3430: loss 3.4377, loss_eval:3.4377  time 533.65ms, mfu 0.65%
iter 3440: loss 3.0054, loss_eval:3.0054  time 533.72ms, mfu 0.65%
iter 3450: loss 3.0989, loss_eval:3.0989  time 533.78ms, mfu 0.65%
iter 3460: loss 3.1885, loss_eval:3.1885  time 533.72ms, mfu 0.65%
iter 3470: loss 3.2230, loss_eval:3.2230  time 533.64ms, mfu 0.65%
iter 3480: loss 3.2392, loss_eval:3.2392  time 533.59ms, mfu 0.65%
iter 3490: loss 3.0510, loss_eval:3.0510  time 533.60ms, mfu 0.65%
step 3500: train loss 3.0792, val loss 4.4066
saving checkpoint to out-shakespeare-word-CM01-adamw-method12
iter 3500: loss 2.7239, loss_eval:2.7239  time 10996.50ms, mfu 0.59%
iter 3510: loss 3.2660, loss_eval:3.2660  time 533.64ms, mfu 0.60%
iter 3520: loss 2.8811, loss_eval:2.8811  time 533.59ms, mfu 0.60%
iter 3530: loss 3.3547, loss_eval:3.3547  time 533.63ms, mfu 0.61%
iter 3540: loss 2.9930, loss_eval:2.9930  time 533.76ms, mfu 0.61%
iter 3550: loss 3.1020, loss_eval:3.1020  time 533.63ms, mfu 0.62%
iter 3560: loss 2.9138, loss_eval:2.9138  time 533.42ms, mfu 0.62%
iter 3570: loss 3.0830, loss_eval:3.0830  time 533.67ms, mfu 0.62%
iter 3580: loss 2.7187, loss_eval:2.7187  time 533.65ms, mfu 0.63%
iter 3590: loss 2.9374, loss_eval:2.9374  time 533.69ms, mfu 0.63%
iter 3600: loss 2.9314, loss_eval:2.9314  time 533.63ms, mfu 0.63%
iter 3610: loss 3.0117, loss_eval:3.0117  time 533.79ms, mfu 0.63%
iter 3620: loss 2.8731, loss_eval:2.8731  time 533.60ms, mfu 0.64%
iter 3630: loss 3.1254, loss_eval:3.1254  time 533.72ms, mfu 0.64%
iter 3640: loss 3.0005, loss_eval:3.0005  time 533.60ms, mfu 0.64%
iter 3650: loss 3.0869, loss_eval:3.0869  time 533.70ms, mfu 0.64%
iter 3660: loss 3.0409, loss_eval:3.0409  time 533.80ms, mfu 0.64%
iter 3670: loss 2.5616, loss_eval:2.5616  time 533.56ms, mfu 0.64%
iter 3680: loss 2.6942, loss_eval:2.6942  time 533.66ms, mfu 0.65%
iter 3690: loss 2.6166, loss_eval:2.6166  time 533.66ms, mfu 0.65%
iter 3700: loss 2.8619, loss_eval:2.8619  time 533.70ms, mfu 0.65%
iter 3710: loss 2.7205, loss_eval:2.7205  time 533.77ms, mfu 0.65%
iter 3720: loss 2.9063, loss_eval:2.9063  time 533.65ms, mfu 0.65%
iter 3730: loss 2.8724, loss_eval:2.8724  time 533.67ms, mfu 0.65%
iter 3740: loss 3.0113, loss_eval:3.0113  time 533.69ms, mfu 0.65%
step 3750: train loss 2.8029, val loss 4.5752
iter 3750: loss 2.3525, loss_eval:2.3525  time 10687.07ms, mfu 0.59%
iter 3760: loss 2.7708, loss_eval:2.7708  time 533.67ms, mfu 0.60%
iter 3770: loss 2.9350, loss_eval:2.9350  time 533.67ms, mfu 0.60%
iter 3780: loss 2.6218, loss_eval:2.6218  time 533.75ms, mfu 0.61%
iter 3790: loss 2.8353, loss_eval:2.8353  time 533.69ms, mfu 0.61%
iter 3800: loss 3.0925, loss_eval:3.0925  time 533.71ms, mfu 0.62%
iter 3810: loss 2.7027, loss_eval:2.7027  time 533.69ms, mfu 0.62%
iter 3820: loss 2.6916, loss_eval:2.6916  time 533.57ms, mfu 0.62%
iter 3830: loss 2.7393, loss_eval:2.7393  time 533.74ms, mfu 0.63%
iter 3840: loss 2.4809, loss_eval:2.4809  time 533.69ms, mfu 0.63%
iter 3850: loss 2.5327, loss_eval:2.5327  time 533.69ms, mfu 0.63%
iter 3860: loss 2.7323, loss_eval:2.7323  time 533.61ms, mfu 0.63%
iter 3870: loss 2.5586, loss_eval:2.5586  time 533.64ms, mfu 0.64%
iter 3880: loss 2.5990, loss_eval:2.5990  time 533.68ms, mfu 0.64%
iter 3890: loss 2.7641, loss_eval:2.7641  time 533.72ms, mfu 0.64%
iter 3900: loss 2.6609, loss_eval:2.6609  time 533.69ms, mfu 0.64%
iter 3910: loss 2.5979, loss_eval:2.5979  time 533.65ms, mfu 0.64%
iter 3920: loss 2.7952, loss_eval:2.7952  time 533.75ms, mfu 0.64%
iter 3930: loss 2.7398, loss_eval:2.7398  time 533.67ms, mfu 0.65%
iter 3940: loss 2.6393, loss_eval:2.6393  time 533.68ms, mfu 0.65%
iter 3950: loss 2.4509, loss_eval:2.4509  time 533.62ms, mfu 0.65%
iter 3960: loss 2.6714, loss_eval:2.6714  time 533.69ms, mfu 0.65%
iter 3970: loss 2.6312, loss_eval:2.6312  time 533.65ms, mfu 0.65%
iter 3980: loss 2.4166, loss_eval:2.4166  time 533.67ms, mfu 0.65%
iter 3990: loss 2.6917, loss_eval:2.6917  time 533.63ms, mfu 0.65%
step 4000: train loss 2.4207, val loss 4.6779
iter 4000: loss 2.3667, loss_eval:2.3667  time 10691.84ms, mfu 0.59%
iter 4010: loss 2.3800, loss_eval:2.3800  time 533.57ms, mfu 0.60%
iter 4020: loss 2.5667, loss_eval:2.5667  time 533.65ms, mfu 0.60%
iter 4030: loss 2.3302, loss_eval:2.3302  time 533.70ms, mfu 0.61%
iter 4040: loss 2.4238, loss_eval:2.4238  time 533.72ms, mfu 0.61%
iter 4050: loss 2.2065, loss_eval:2.2065  time 533.65ms, mfu 0.62%
iter 4060: loss 2.1515, loss_eval:2.1515  time 533.68ms, mfu 0.62%
iter 4070: loss 2.0937, loss_eval:2.0937  time 533.65ms, mfu 0.62%
iter 4080: loss 2.0788, loss_eval:2.0788  time 533.68ms, mfu 0.63%
iter 4090: loss 2.0276, loss_eval:2.0276  time 533.62ms, mfu 0.63%
iter 4100: loss 2.2524, loss_eval:2.2524  time 533.63ms, mfu 0.63%
iter 4110: loss 2.2485, loss_eval:2.2485  time 533.66ms, mfu 0.63%
iter 4120: loss 2.2693, loss_eval:2.2693  time 533.69ms, mfu 0.64%
iter 4130: loss 1.8817, loss_eval:1.8817  time 533.73ms, mfu 0.64%
iter 4140: loss 2.1111, loss_eval:2.1111  time 533.61ms, mfu 0.64%
iter 4150: loss 2.2505, loss_eval:2.2505  time 533.58ms, mfu 0.64%
iter 4160: loss 2.3416, loss_eval:2.3416  time 533.68ms, mfu 0.64%
iter 4170: loss 1.9255, loss_eval:1.9255  time 533.82ms, mfu 0.64%
iter 4180: loss 1.8549, loss_eval:1.8549  time 533.67ms, mfu 0.65%
iter 4190: loss 1.9184, loss_eval:1.9184  time 533.73ms, mfu 0.65%
iter 4200: loss 1.8435, loss_eval:1.8435  time 533.72ms, mfu 0.65%
iter 4210: loss 1.9010, loss_eval:1.9010  time 533.75ms, mfu 0.65%
iter 4220: loss 1.7777, loss_eval:1.7777  time 533.71ms, mfu 0.65%
iter 4230: loss 1.7047, loss_eval:1.7047  time 533.73ms, mfu 0.65%
iter 4240: loss 2.0564, loss_eval:2.0564  time 533.72ms, mfu 0.65%
